id,county_fips,type,name,address,phone,email,website_url,hours,notes
ext-37027,37027,extension_office,Caldwell County Extension Office,"0869 Stevens Turnpike Apt. 002, NC",(854) 313-5308,caldwell@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37029,37029,usda_service_center,Camden USDA Service Center,"339 Velasquez Gardens, NC",(737) 697-8616,camden.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37029,37029,extension_office,Camden County Extension Office,"35309 Miller Via, NC",(957) 281-7676,camden@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37031,37031,usda_service_center,Carteret USDA Service Center,"35903 Chambers Passage Apt. 859, NC",(664) 252-1421,carteret.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37031,37031,extension_office,Carteret County Extension Office,"797 Clark Square, NC",(272) 879-5148,carteret@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37033,37033,usda_service_center,Caswell USDA Service Center,"480 Frank Valleys Apt. 968, NC",(759) 892-9540,caswell.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37033,37033,extension_office,Caswell County Extension Office,"6307 Oscar Islands, NC",(638) 413-8526,caswell@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37035,37035,usda_service_center,Catawba USDA Service Center,"102 Burns Springs Suite 573, NC",(455) 208-7076,catawba.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37035,37035,extension_office,Catawba County Extension Office,"87240 Brian Spring, NC",(543) 659-2756,catawba@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37037,37037,usda_service_center,Chatham USDA Service Center,"578 Mike Drive, NC",(772) 510-8189,chatham.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37037,37037,extension_office,Chatham County Extension Office,"29462 Maldonado Prairie, NC",(209) 905-3959,chatham@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37039,37039,usda_service_center,Cherokee USDA Service Center,"789 Ortiz Fall Apt. 497, NC",(373) 883-2744,cherokee.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37039,37039,extension_office,Cherokee County Extension Office,"43611 Thomas Spur, NC",(367) 362-4097,cherokee@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37041,37041,usda_service_center,Chowan USDA Service Center,"92250 Emily Parkways Suite 162, NC",(571) 646-4127,chowan.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37041,37041,extension_office,Chowan County Extension Office,"167 John Street Apt. 913, NC",(934) 460-8510,chowan@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37043,37043,usda_service_center,Clay USDA Service Center,"80662 Michael Glens Apt. 099, NC",(773) 835-2042,clay.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37043,37043,extension_office,Clay County Extension Office,"7111 Jennifer Station, NC",(465) 813-8395,clay@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37045,37045,usda_service_center,Cleveland USDA Service Center,"69662 Ashley Ridge, NC",(969) 204-9871,cleveland.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37045,37045,extension_office,Cleveland County Extension Office,"051 Jacob Street Suite 845, NC",(653) 631-1956,cleveland@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37047,37047,usda_service_center,Columbus USDA Service Center,"320 Roberts Crest Suite 570, NC",(788) 864-9606,columbus.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37047,37047,extension_office,Columbus County Extension Office,"6077 Wilcox Brook Apt. 421, NC",(636) 460-7764,columbus@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37049,37049,usda_service_center,Craven USDA Service Center,"0000 Johnson Knolls Apt. 619, NC",(830) 602-4747,craven.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37049,37049,extension_office,Craven County Extension Office,"6871 Bell Flat, NC",(806) 905-5454,craven@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37051,37051,usda_service_center,Cumberland USDA Service Center,"993 Curtis Villages Suite 489, NC",(258) 512-5850,cumberland.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37051,37051,extension_office,Cumberland County Extension Office,"81869 Hunt Mountain, NC",(562) 996-5206,cumberland@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37053,37053,usda_service_center,Currituck USDA Service Center,"8004 Jennifer Rapid Apt. 397, NC",(451) 860-4127,currituck.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37053,37053,extension_office,Currituck County Extension Office,"5985 Alexandra Causeway Suite 864, NC",(224) 223-4825,currituck@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37055,37055,usda_service_center,Dare USDA Service Center,"547 Walker Keys Suite 424, NC",(382) 870-9850,dare.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37055,37055,extension_office,Dare County Extension Office,"001 Karen Mews Apt. 383, NC",(872) 557-2690,dare@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37057,37057,usda_service_center,Davidson USDA Service Center,"00156 Dorsey Extensions Suite 722, NC",(964) 892-5695,davidson.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37057,37057,extension_office,Davidson County Extension Office,"0543 Martinez Hills, NC",(592) 767-8868,davidson@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37059,37059,usda_service_center,Davie USDA Service Center,"99749 Tracie Crescent, NC",(747) 227-9218,davie.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37059,37059,extension_office,Davie County Extension Office,"62600 Thompson Gateway, NC",(966) 250-7888,davie@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37061,37061,usda_service_center,Duplin USDA Service Center,"016 Johnston Expressway Suite 792, NC",(483) 632-2063,duplin.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37061,37061,extension_office,Duplin County Extension Office,"2765 Brown Point Apt. 417, NC",(911) 898-2971,duplin@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37063,37063,usda_service_center,Durham USDA Service Center,"78509 Schultz Brook, NC",(312) 662-4005,durham.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37063,37063,extension_office,Durham County Extension Office,"0090 Perry Gardens Apt. 366, NC",(793) 521-8572,durham@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37065,37065,usda_service_center,Edgecombe USDA Service Center,"037 Brandon Village Apt. 517, NC",(928) 332-7124,edgecombe.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37065,37065,extension_office,Edgecombe County Extension Office,"5331 James Spurs, NC",(814) 968-3901,edgecombe@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37067,37067,usda_service_center,Forsyth USDA Service Center,"5906 Timothy Tunnel Apt. 008, NC",(255) 761-1368,forsyth.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37067,37067,extension_office,Forsyth County Extension Office,"3937 Kimberly Turnpike Apt. 457, NC",(658) 238-1966,forsyth@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37069,37069,usda_service_center,Franklin USDA Service Center,"909 Lane Roads, NC",(916) 301-8407,franklin.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37069,37069,extension_office,Franklin County Extension Office,"193 Margaret Junctions, NC",(544) 435-3199,franklin@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37071,37071,usda_service_center,Gaston USDA Service Center,"80530 Angela Parkways Apt. 332, NC",(334) 738-3336,gaston.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37071,37071,extension_office,Gaston County Extension Office,"158 Rebecca Unions, NC",(320) 936-1685,gaston@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37073,37073,usda_service_center,Gates USDA Service Center,"23033 Soto Avenue Apt. 427, NC",(220) 655-2955,gates.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37073,37073,extension_office,Gates County Extension Office,"143 Sandy Overpass, NC",(461) 885-3949,gates@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37075,37075,usda_service_center,Graham USDA Service Center,"6822 Jones Drives Suite 931, NC",(769) 766-9957,graham.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37075,37075,extension_office,Graham County Extension Office,"69657 Taylor Curve, NC",(315) 691-8430,graham@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37077,37077,usda_service_center,Granville USDA Service Center,"034 Angela Overpass Apt. 975, NC",(453) 542-2965,granville.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37077,37077,extension_office,Granville County Extension Office,"1547 Misty Street Apt. 500, NC",(366) 375-9336,granville@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37079,37079,usda_service_center,Greene USDA Service Center,"6143 Christopher Track Suite 279, NC",(959) 538-5013,greene.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37079,37079,extension_office,Greene County Extension Office,"235 Tammy Passage, NC",(869) 497-8912,greene@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37081,37081,usda_service_center,Guilford USDA Service Center,"7192 Little Knolls, NC",(378) 365-8846,guilford.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37081,37081,extension_office,Guilford County Extension Office,"56137 Smith Knoll Suite 600, NC",(780) 587-2186,guilford@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37083,37083,usda_service_center,Halifax USDA Service Center,"5781 Zachary Street, NC",(911) 968-1943,halifax.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37083,37083,extension_office,Halifax County Extension Office,"34027 Diaz Springs, NC",(381) 430-6002,halifax@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37085,37085,usda_service_center,Harnett USDA Service Center,"90557 Jones Walk, NC",(630) 649-4490,harnett.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37085,37085,extension_office,Harnett County Extension Office,"12325 Payne Viaduct, NC",(773) 747-2405,harnett@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37087,37087,usda_service_center,Haywood USDA Service Center,"102 Garcia Park, NC",(284) 522-9383,haywood.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37087,37087,extension_office,Haywood County Extension Office,"969 Schmidt Islands, NC",(543) 923-8011,haywood@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37089,37089,usda_service_center,Henderson USDA Service Center,"447 Hernandez Mews, NC",(817) 712-8583,henderson.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37089,37089,extension_office,Henderson County Extension Office,"8691 Flynn Well Apt. 637, NC",(516) 428-2588,henderson@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37091,37091,usda_service_center,Hertford USDA Service Center,"11239 Bobby Mission, NC",(285) 880-2043,hertford.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37091,37091,extension_office,Hertford County Extension Office,"5446 Ashley Walks Suite 607, NC",(474) 639-4558,hertford@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37093,37093,usda_service_center,Hoke USDA Service Center,"2337 Michelle Forges Suite 820, NC",(628) 536-9048,hoke.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37093,37093,extension_office,Hoke County Extension Office,"1341 Kathryn Freeway Suite 834, NC",(785) 984-3354,hoke@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37095,37095,usda_service_center,Hyde USDA Service Center,"16451 Willie Dale, NC",(687) 700-3759,hyde.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37095,37095,extension_office,Hyde County Extension Office,"403 Fisher Harbors, NC",(574) 239-9298,hyde@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37097,37097,usda_service_center,Iredell USDA Service Center,"4481 Roth Stravenue, NC",(876) 645-3114,iredell.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37097,37097,extension_office,Iredell County Extension Office,"508 Susan Branch Apt. 264, NC",(858) 906-6383,iredell@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37099,37099,usda_service_center,Jackson USDA Service Center,"19698 Jessica Hill, NC",(768) 473-7820,jackson.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37099,37099,extension_office,Jackson County Extension Office,"961 Mcgrath Avenue, NC",(871) 221-4598,jackson@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37101,37101,usda_service_center,Johnston USDA Service Center,"516 Washington Knoll Apt. 723, NC",(237) 796-5708,johnston.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37101,37101,extension_office,Johnston County Extension Office,"71609 Peterson Views, NC",(981) 751-1645,johnston@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
usda-37103,37103,usda_service_center,Jones USDA Service Center,"3278 Cross Overpass Apt. 582, NC",(539) 714-8430,jones.fsa@usda.gov,https://offices.sc.egov.usda.gov/locator/app,Mon-Fri 8:00 AM - 4:30 PM,"Primary intake for FSA, NRCS, and disaster filings."
ext-37103,37103,extension_office,Jones County Extension Office,"107 Weaver Ports Apt. 079, NC",(745) 306-7815,jones@ces.ncsu.edu,https://www.ces.ncsu.edu/local-county-center/,Mon-Fri 8:30 AM - 5:00 PM,"Local support for drought planning, records prep, and applications."
